,Churn,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Phone,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Tenure
575,1.0,1.0,15.677345048542962,2.0,3.0,3.0,5.0,0.0,24.0,1.0,1.0,0.0,124.78999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0
576,0.0,3.0,8.0,2.0,3.0,3.0,7.0,0.0,13.0,2.0,3.7800712453679464,2.0,248.51999999999998,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0
577,0.0,3.0,14.0,3.0,3.0,3.0,6.0,0.0,11.0,4.0,7.0,7.0,172.64,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
578,0.0,3.0,16.0,2.0,3.0,2.0,2.0,1.0,13.0,0.0,1.0,3.0,156.66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0
579,0.0,3.0,9.0,3.0,3.0,2.0,7.0,0.0,13.0,0.0,1.0,8.0,178.23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
580,0.0,3.0,8.0,2.0,1.5,3.0,1.0,0.0,18.0,1.0,1.0,7.0,178.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
581,1.0,3.0,30.0,3.0,1.5,4.0,5.0,1.0,16.0,1.0,2.4298077277813714,0.0,231.94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
582,0.0,1.0,22.0,3.0,1.5,3.0,2.0,1.0,19.0,0.0,2.0,7.0,150.67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0
583,0.0,3.0,14.0,2.0,3.0,2.0,5.0,0.0,13.0,1.0,1.0,7.0,150.79,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0
584,1.0,1.0,16.838282724199477,2.0,4.0,5.0,1.0,1.0,22.0,1.0,1.0,2.0,123.21000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
585,0.0,3.0,23.0,2.0,3.0,3.0,2.0,0.0,11.0,3.0976829114018782,6.0,0.0,272.32625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
586,1.0,1.0,16.090546285154648,3.0,4.0,5.0,7.0,1.0,20.0,1.0,1.0,0.0,124.03999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
587,0.0,1.0,19.0,2.0,3.0,2.0,4.0,0.0,18.0,1.0,1.0,2.0,134.52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0
588,0.0,1.0,6.0,3.0,3.0,2.0,4.0,0.0,14.0,0.0,1.0,2.0,122.69999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
589,0.0,1.0,6.0,3.0,3.0,2.0,10.0,0.0,22.0,0.8539266539092532,1.0,3.0,272.32625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0
590,0.0,1.0,6.0,2.0,1.5,4.0,2.0,1.0,13.0,0.0,1.0,2.0,154.88,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0
591,0.0,1.0,15.0,3.0,3.0,3.0,3.0,0.0,15.882345375236497,1.0,1.0,11.0,272.32625,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0
592,0.0,1.0,22.0,2.927803935366108,3.0,4.0,10.0,0.0,14.0,2.0,2.0,2.0,128.11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
593,0.0,1.0,29.0,2.0,3.0,5.0,2.0,1.0,15.0,1.0,1.0,8.0,136.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0
594,0.0,3.0,10.0,2.0,3.0,2.0,2.0,1.0,17.0,1.0,1.0,7.0,141.63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0
595,1.0,1.0,28.0,2.0,3.0,3.0,5.0,1.0,11.0,0.0,1.0,1.0,121.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8
596,0.0,1.0,30.0,3.0,3.0,3.0,4.0,1.0,18.0,0.0,1.9796616050588975,5.0,239.73000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0
597,0.0,1.0,16.0,2.5488888945381496,3.0,3.0,1.0,0.0,17.0,0.0,1.0,2.0,126.84,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0
598,0.0,1.0,13.0,3.0,3.0,3.0,7.0,0.0,13.0,0.0,1.0,7.0,208.45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
599,0.0,1.0,23.0,2.0,4.0,3.0,2.0,0.0,15.0,2.0,3.0,2.0,143.77,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
600,1.0,1.0,20.0,2.0,4.0,4.0,2.0,1.0,24.0,1.0,1.0,2.0,137.43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
601,0.0,1.0,6.0,3.0,3.0,5.0,2.0,0.0,12.0,1.0,1.0,3.0,141.48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
602,0.0,1.0,11.0,3.0,3.0,2.0,2.0,0.0,15.0,1.0,1.0,0.0,110.50999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
603,0.0,1.0,23.0,2.0,3.0,3.0,9.0,0.0,11.0,1.0,1.0,8.0,207.39,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0
604,0.0,1.0,31.0,2.0,3.0,3.0,2.0,1.0,11.0,2.0,10.0,1.0,203.88,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
605,0.0,1.0,14.0,3.0,1.5,5.0,1.0,1.0,12.0,0.0,1.0,5.683709482914331,214.16000000000003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
606,1.0,1.0,16.80074194254473,3.0,4.0,5.0,2.0,1.0,15.0,0.0,1.0,0.0,126.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
607,1.0,1.0,16.46107560778376,2.0,3.0,4.0,1.0,0.0,17.0,0.0,1.0,2.0,124.22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
608,0.0,1.0,8.0,2.0,1.5,2.0,2.0,0.0,12.0,1.0,1.0,3.0,154.72,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
609,0.0,1.0,14.470220472937026,3.0,5.0,5.0,2.0,0.0,15.0,1.0,1.0,1.0,124.50999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
610,0.0,1.0,12.0,3.0,4.0,3.0,3.0,0.0,13.0,0.0,2.0,2.0,142.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0
611,0.0,1.0,10.0,3.0,4.0,3.0,8.0,0.0,14.0,1.0,4.0,5.887542842519107,209.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
612,0.0,1.0,13.0,2.0,3.0,3.0,7.0,0.0,14.0,1.0,2.0,1.0,150.03,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0
613,0.0,1.0,6.0,3.0,4.0,2.0,2.0,0.0,16.0,0.0,11.0,10.323604642099125,227.42000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0
614,0.0,1.0,8.0,2.0,3.0,2.0,1.0,0.0,18.0,0.0,2.0,2.0,142.27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
615,0.0,1.0,16.0,2.0,3.0,2.0,2.0,0.0,20.0,1.0,1.0,2.0,139.17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
616,0.0,3.0,11.0,2.0,3.0,3.0,7.0,0.0,13.0,0.45728228828296036,1.0,0.0,272.32625,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0
617,0.0,1.0,14.462991769559665,3.0,3.0,2.0,5.0,0.0,18.0,1.0,1.0,0.0,123.80000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0
618,0.0,1.0,8.0,3.0,4.0,2.0,4.0,1.0,13.0,0.0,1.566928058506646,3.0,237.26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
619,1.0,1.0,17.0,3.0,5.0,4.0,6.0,0.0,15.0,1.0,1.0,0.0,147.77,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
620,0.0,1.0,24.0,3.0,3.0,4.0,4.0,1.0,14.0,6.0,6.0,7.0,163.85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0
621,0.0,1.0,13.0,2.0,5.0,3.0,2.0,0.0,15.628004722257,1.0,5.0,10.0,272.32625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0
622,0.0,3.0,9.0,2.0,3.0,2.0,9.0,1.0,12.0,1.0,1.0,0.0,168.61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0
623,1.0,3.0,35.0,3.0,5.0,5.0,9.0,0.0,18.0,0.0,2.0,2.0,149.69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
624,1.0,3.0,8.0,2.0,5.0,2.0,2.0,0.0,15.341600954651538,5.0,6.0,9.0,272.32625,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0
625,0.0,3.0,34.0,2.0,1.5,2.0,4.0,1.0,18.0,1.0,4.522053077606703,11.0,233.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0
626,0.0,3.0,6.0,3.0,3.0,3.0,1.0,0.0,12.0,1.0,1.0,13.0,163.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0
627,1.0,1.0,22.0,3.168567184593558,1.5,5.0,2.0,0.0,16.0,15.0,15.0,14.0,127.43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
628,0.0,1.0,28.0,2.0,3.0,5.0,2.0,1.0,13.0,1.0,2.0,8.0,208.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
629,0.0,3.0,13.493760615209833,2.0,4.0,2.0,1.0,0.0,19.0,2.0,2.0,2.0,123.41999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0
630,0.0,3.0,17.0,2.0,3.0,2.0,4.0,0.0,13.0,0.6517559214218416,1.0,1.0,272.32625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0
631,0.0,1.0,35.0,3.0,3.0,3.0,10.0,0.0,12.0,5.0,7.0,7.0,140.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
632,0.0,3.0,6.0,3.0,1.5,2.0,1.0,0.0,11.0,1.0,1.0,9.0,197.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0
633,0.0,3.0,6.0,3.0,3.0,2.0,4.0,1.0,14.0,0.0,1.0,4.573507028412665,219.04000000000002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0
634,0.0,2.0,30.0,2.0,3.0,4.0,2.0,0.0,16.0,0.0,1.0,4.0,121.77000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.2
635,0.0,3.0,8.0,2.0,4.0,4.0,3.0,0.0,12.0,0.0,6.0,12.0,175.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
636,1.0,1.0,21.0,2.0,3.0,3.0,8.0,0.0,14.0,0.0,1.0,0.0,148.34,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
637,1.0,1.0,8.0,2.0,3.0,5.0,7.0,1.0,14.0,1.0,1.0,2.0,120.41999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.8
638,0.0,3.0,16.0,2.0,3.0,3.0,2.0,1.0,19.0,0.0,1.0,0.0,122.19999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
639,0.0,3.0,16.0,3.0,3.0,4.0,2.0,0.0,22.0,1.0,1.0,0.0,110.52000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
640,0.0,1.0,9.0,2.6191653394188323,3.0,3.0,4.0,0.0,16.0,2.0,2.0,2.0,128.21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0
641,0.0,1.0,8.0,3.0,3.0,3.0,3.0,1.0,15.807607344799111,7.0,7.0,7.0,272.32625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0
642,0.0,1.0,9.0,2.0,3.0,4.0,4.0,0.0,15.0,1.0,1.0,1.0,141.07,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
643,0.0,3.0,32.0,3.0,3.0,5.0,2.0,0.0,14.0,5.0,7.0,5.0,183.96,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
644,0.0,1.0,6.0,3.0,4.0,3.0,2.0,0.0,13.0,1.0,1.0,3.0,120.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
645,0.0,1.0,6.0,2.0,3.0,2.0,10.0,0.0,15.387057693143845,1.0,2.0,2.0,272.32625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0
646,0.0,3.0,8.0,2.0,4.0,3.0,7.0,0.0,11.0,6.0,7.0,0.0,206.86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0
647,0.0,1.0,15.0,2.6894608096619237,3.0,3.0,3.0,0.0,19.0,0.0,1.0,3.0,129.42,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.0
648,0.0,1.0,18.0,2.0,4.0,2.0,1.0,0.0,11.0,5.0,7.0,8.0,188.58,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
649,0.0,1.0,8.0,2.0,4.0,5.0,8.0,0.0,15.0,3.302009109484941,6.0,2.0,267.56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0
650,0.0,3.0,31.0,3.0,4.0,2.0,6.0,0.0,13.0,1.0,1.8221579229794567,0.0,234.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0
651,1.0,3.0,16.189502333950745,2.0,3.0,2.0,2.0,1.0,14.0,0.0,1.0,2.0,123.22999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
652,1.0,1.0,16.0,2.0,4.0,5.0,2.0,0.0,13.0,1.0,1.0,0.0,114.16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
653,0.0,1.0,14.0,3.0,4.0,5.0,9.0,1.0,23.0,1.0,1.0,7.0,146.15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0
654,1.0,1.0,14.89590340138812,2.0,3.0,3.0,10.0,1.0,12.0,1.0,2.0,7.0,124.61000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0
655,1.0,1.0,30.0,3.0,4.0,5.0,2.0,0.0,12.0,0.0,1.0,9.0,187.22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
656,0.0,1.0,6.0,2.0,4.0,5.0,2.0,0.0,16.0,0.0,1.0,3.0,139.55,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
657,0.0,1.0,26.0,2.0,3.0,5.0,1.0,0.0,15.0,1.0,1.0,2.0,199.57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
658,0.0,1.0,13.0,2.0,1.5,3.0,2.0,0.0,13.0,1.0,1.0,8.0,133.76,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0
659,0.0,1.0,23.0,3.0,4.0,3.0,1.0,0.0,18.0,0.0,1.0,9.0,188.23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0
660,0.0,1.0,26.0,3.0,3.0,2.0,5.0,0.0,20.0,4.0,11.0,1.0,203.22,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0
661,0.0,1.0,14.0,2.0,5.0,3.0,2.0,0.0,19.0,1.0,1.0,2.0,146.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
662,0.0,1.0,8.0,3.0,3.0,4.0,4.0,0.0,18.0,1.0,1.0,4.8274071028852195,209.76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0
663,0.0,1.0,16.0,2.0,3.0,3.0,4.0,0.0,13.0,1.0,1.0,7.0,136.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
664,1.0,2.0,6.0,3.0,4.0,5.0,10.0,0.0,14.0,2.0,3.0,6.0,204.82,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
665,0.0,1.0,11.0,2.0,4.0,2.0,5.0,0.0,15.0,0.0,1.0,2.0,171.19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
666,1.0,3.0,10.0,2.0,3.0,5.0,1.0,1.0,22.0,3.0,4.0,7.0,195.82,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
667,1.0,1.0,35.0,2.0,4.0,3.0,2.0,0.0,22.0,3.0,3.0,8.0,145.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
668,0.0,1.0,21.0,2.0,3.0,3.0,2.0,0.0,16.0,2.0,2.0,2.0,122.07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4
669,0.0,1.0,9.0,2.0,3.0,2.0,1.0,0.0,17.0,1.0,1.0,4.0,177.56,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
670,0.0,3.0,16.0,2.0,4.0,2.0,3.0,1.0,14.0,0.0,1.0,0.0,166.94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0
671,1.0,1.0,10.0,2.0,3.0,2.0,2.0,1.0,15.0,5.0,5.0,6.0,136.91,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
672,1.0,1.0,16.697836602389543,2.0,3.0,3.0,2.0,0.0,20.0,1.0,1.0,0.0,123.77000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
673,1.0,1.0,31.0,2.0,4.0,4.0,5.0,1.0,20.0,0.0,2.0,2.0,123.13,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.8
674,0.0,1.0,8.0,2.0,3.0,5.0,1.0,0.0,17.0,6.676900011446911,13.0,7.0,272.32625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0
675,1.0,1.0,16.766080220216075,2.0,4.0,4.0,2.0,0.0,15.0,0.0,1.0,0.0,125.96000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
676,1.0,3.0,6.0,2.0,3.0,3.0,4.0,1.0,14.0,0.0,1.0,0.0,147.28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0
677,0.0,3.0,13.0,1.0,3.0,4.0,1.0,0.0,17.0,1.0,1.0,2.0,143.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0
678,0.0,1.0,9.0,2.8149344534661593,4.0,2.0,4.0,0.0,17.0,1.0,1.0,0.0,129.79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
679,0.0,1.0,6.0,2.0,1.5,2.0,3.0,0.0,22.0,1.0252439556780248,2.0,1.0,268.85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
680,0.0,3.0,15.0,3.0,4.0,3.0,2.0,0.0,13.0,0.0,4.0,12.0,155.93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0
